TVD,SP,DEV,DGA,QT,TENS,RT1,POR,RA45,AC,M4R2,GR,PE,QCAL
2522.126,14.988,35.253,2.922,0.201,1273.68,2.544,0.655,0.971,329.34,1.353,100.204,6.261,0.996
2522.229,14.918,35.242,2.914,0.2,1268.103,2.57,1.377,0.938,326.542,1.364,98.558,6.206,0.996
2522.331,14.856,35.228,2.918,0.2,1266.709,2.588,0.802,0.916,323.729,1.372,99.791,6.13,0.996
2522.433,14.772,35.214,2.929,0.199,1267.406,2.609,0.148,0.908,323.855,1.376,102.08,6.053,0.996
2522.535,14.754,35.2,2.942,0.199,1270.891,2.631,0.02,0.913,328.02,1.376,104.17,6.006,0.997
2522.637,14.751,35.169,2.95,0.198,1278.56,2.666,0.017,0.953,333.184,1.373,105.517,5.975,0.997
2522.739,14.763,35.155,2.956,0.197,1282.743,2.678,0.015,0.971,338.17,1.368,106.311,5.954,0.997
2522.841,14.818,35.142,2.955,0.196,1287.623,2.684,0.016,0.975,343.19,1.363,106.087,5.952,0.997
2522.943,14.86,35.122,2.95,0.195,1290.411,2.687,0.017,0.968,346.007,1.358,105.266,5.957,0.997
2523.045,14.908,35.083,2.95,0.194,1288.32,2.696,0.017,0.934,346.485,1.356,105.406,5.976,0.997
2523.148,14.959,35.064,2.958,0.193,1286.926,2.708,0.014,0.929,344.89,1.357,106.588,6.115,0.997
2523.25,15.064,35.047,2.964,0.192,1286.926,2.725,0.012,0.936,341.875,1.36,107.613,6.366,0.997
2523.352,15.114,35.03,2.965,0.191,1286.229,2.747,0.012,0.954,338.322,1.366,107.648,6.524,0.997
2523.454,15.161,34.986,2.957,0.19,1277.863,2.797,0.015,0.999,333.062,1.372,106.466,6.524,0.997
2523.557,15.204,34.972,2.946,0.189,1277.166,2.82,0.019,1.01,327.159,1.378,104.653,6.479,0.997
2523.659,15.279,34.969,2.936,0.188,1280.651,2.838,0.052,1.005,324.225,1.38,102.793,6.367,0.997
2523.761,15.312,34.986,2.935,0.187,1284.834,2.852,0.062,0.984,325.687,1.379,102.679,6.218,0.997
2523.864,15.342,35,2.947,0.186,1284.834,2.865,0.018,0.939,329.247,1.372,104.761,6.15,0.997
2523.966,15.374,34.983,2.966,0.185,1285.531,2.862,0.012,0.933,334.89,1.36,107.773,6.157,0.997
2524.069,15.444,34.964,2.981,0.185,1286.229,2.852,0.007,0.941,341.218,1.341,110.101,6.163,0.997
2524.171,15.483,34.95,2.989,0.184,1285.531,2.838,0.004,0.958,345.505,1.317,111.369,6.09,0.997
2524.273,15.522,34.95,2.988,0.183,1276.469,2.8,0.004,0.978,346.596,1.29,111.186,5.942,0.997
2524.376,15.562,34.953,2.973,0.179,1273.68,2.78,0.009,0.972,345.25,1.262,108.98,5.853,0.997
2524.478,15.649,34.955,2.952,0.176,1272.983,2.763,0.016,0.954,343.198,1.236,105.679,5.821,0.997
2524.581,15.702,34.961,2.941,0.172,1271.589,2.747,0.02,0.933,341.872,1.216,103.887,5.777,0.997
2524.683,15.76,34.992,2.946,0.169,1267.406,2.726,0.018,0.911,340.596,1.2,104.767,5.714,0.997
2524.786,15.825,35.011,2.959,0.165,1265.314,2.717,0.014,0.913,339.012,1.191,106.728,5.662,0.997
2524.888,15.965,35.033,2.961,0.162,1263.92,2.706,0.014,0.921,338.717,1.185,107.044,5.626,0.997
2524.99,16.036,35.053,2.948,0.158,1262.526,2.696,0.018,0.93,338.973,1.18,105.063,5.583,0.997
2525.093,16.105,35.075,2.934,0.155,1264.617,2.671,0.082,0.914,338.402,1.176,102.514,5.519,0.997
2525.195,16.167,35.064,2.932,0.159,1268.8,2.658,0.142,0.892,337.643,1.17,102.084,5.484,0.997
2525.298,16.249,35.042,2.94,0.162,1273.68,2.643,0.021,0.867,338.03,1.164,103.509,5.624,0.997
2525.4,16.264,35.022,2.949,0.166,1277.166,2.627,0.017,0.853,340.289,1.159,105.163,5.902,0.997
2525.502,16.264,35.014,2.952,0.17,1280.651,2.593,0.016,0.855,344.61,1.154,105.722,6.088,0.997
2525.605,16.255,35.019,2.956,0.173,1282.743,2.573,0.015,0.875,349.731,1.152,106.308,6.194,0.997
2525.707,16.237,35.017,2.965,0.177,1284.137,2.55,0.012,0.899,353.724,1.152,107.66,6.378,0.997
2525.809,16.238,35.022,2.974,0.181,1284.137,2.522,0.009,0.908,355.21,1.153,109.097,6.626,0.997
2525.912,16.247,35.055,2.979,0.184,1281.349,2.465,0.007,0.88,354.093,1.156,109.768,6.698,0.997
2526.014,16.261,35.078,2.975,0.172,1279.954,2.44,0.009,0.846,350.502,1.157,109.22,6.438,0.997
2526.116,16.286,35.094,2.964,0.16,1278.56,2.42,0.012,0.815,346.743,1.159,107.541,6.067,0.997
2526.219,16.289,35.105,2.952,0.148,1278.56,2.405,0.017,0.8,344.334,1.16,105.629,5.771,0.997
2526.321,16.284,35.119,2.951,0.135,1282.743,2.389,0.017,0.816,343.888,1.161,105.455,5.57,0.997
2526.423,16.269,35.122,2.963,0.123,1286.229,2.384,0.013,0.837,345.404,1.164,107.318,5.444,0.997
2526.526,16.211,35.117,2.981,0.111,1292.503,2.384,0.007,0.849,347.556,1.167,110.045,5.424,0.997
2526.628,16.167,35.111,2.992,0.099,1297.383,2.39,0.003,0.853,347.191,1.172,111.776,5.498,0.997
2526.73,16.115,35.105,2.994,0.086,1297.383,2.42,0.002,0.84,345.575,1.176,111.986,5.645,0.997
2526.833,16.057,35.114,2.99,0.088,1293.2,2.444,0.004,0.831,343.604,1.178,111.455,5.766,0.997
2526.935,15.939,35.122,2.989,0.09,1289.017,2.47,0.004,0.832,340.215,1.178,111.306,5.779,0.996
2527.037,15.887,35.133,2.989,0.092,1286.926,2.496,0.004,0.843,337.469,1.176,111.235,5.794,0.996
2527.139,15.843,35.169,2.987,0.094,1279.954,2.54,0.004,0.888,337.587,1.172,111.06,5.853,0.995
2527.241,15.807,35.175,2.99,0.096,1277.166,2.555,0.003,0.904,339.548,1.167,111.502,5.754,0.995
2527.344,15.768,35.175,2.999,0.098,1276.469,2.565,0,0.911,342.124,1.163,112.822,5.59,0.995
2527.446,15.769,35.175,3,0.1,1277.166,2.565,0,0.906,344.64,1.162,114.052,5.588,0.995
2527.548,15.786,35.164,3,0.102,1279.257,2.556,0,0.87,346.54,1.163,114.33,5.668,0.995
2527.65,15.819,35.15,3,0.103,1279.954,2.548,0,0.858,347.908,1.167,113.857,5.732,0.995
2527.752,15.925,35.133,2.999,0.103,1283.44,2.537,0,0.859,348.724,1.174,112.727,5.77,0.995
2527.855,15.99,35.111,2.987,0.104,1289.017,2.524,0.004,0.867,348.883,1.182,111.063,5.808,0.995
2527.957,16.057,35.094,2.975,0.104,1293.897,2.491,0.009,0.885,349.303,1.191,109.22,5.842,0.995
2528.059,16.123,35.1,2.964,0.105,1289.714,2.475,0.012,0.885,350.836,1.201,107.515,5.967,0.995
2528.161,16.246,35.103,2.95,0.105,1286.229,2.462,0.017,0.881,351.734,1.211,105.349,6.174,0.995
2528.264,16.298,35.105,2.934,0.106,1284.137,2.455,0.048,0.875,349.638,1.222,102.854,6.28,0.995
2528.366,16.342,35.105,2.926,0.107,1282.046,2.456,0.234,0.879,344.6,1.234,101.603,6.242,0.995
2528.468,16.378,35.097,2.924,0.107,1282.743,2.462,0.237,0.892,337.328,1.248,101.541,6.113,0.995
2528.57,16.423,35.092,2.923,0.107,1287.623,2.468,0.221,0.913,328.946,1.262,101.582,5.98,0.995
2528.673,16.43,35.092,2.923,0.107,1295.292,2.472,0.207,0.929,324.862,1.277,101.636,5.915,0.995
2528.775,16.424,35.086,2.929,0.106,1305.749,2.47,0.119,0.928,329.824,1.289,102.2,5.882,0.995
2528.877,16.4,35.08,2.938,0.106,1311.326,2.467,0.021,0.908,339.917,1.299,103.23,5.895,0.994
2528.979,16.293,35.072,2.941,0.106,1314.114,2.467,0.02,0.878,347.628,1.303,103.708,6.029,0.994
2529.082,16.21,35.061,2.941,0.106,1314.811,2.47,0.02,0.854,351.22,1.302,103.789,6.282,0.994
2529.184,16.11,35.067,2.944,0.106,1309.932,2.486,0.019,0.848,352.221,1.296,104.396,6.511,0.994
2529.286,16.001,35.072,2.95,0.106,1307.143,2.5,0.017,0.865,349.821,1.288,105.328,6.655,0.994
2529.389,15.773,35.072,2.958,0.105,1303.657,2.515,0.015,0.889,344.243,1.279,106.561,6.766,0.995
2529.491,15.666,35.072,2.971,0.105,1297.383,2.53,0.01,0.903,340.241,1.271,108.588,6.835,0.995
2529.593,15.568,35.075,2.985,0.104,1288.32,2.553,0.005,0.904,341.121,1.263,110.762,6.776,0.995
2529.696,15.483,35.075,2.989,0.104,1286.229,2.566,0.004,0.886,342.887,1.257,111.319,6.529,0.996
2529.798,15.362,35.086,2.979,0.104,1286.229,2.578,0.007,0.871,342.387,1.251,109.759,6.268,0.996
2529.9,15.333,35.092,2.966,0.103,1286.229,2.588,0.012,0.865,342.706,1.247,107.905,6.051,0.996
2530.002,15.33,35.108,2.966,0.103,1291.109,2.607,0.012,0.89,345.336,1.244,107.775,5.799,0.996
2530.105,15.352,35.105,2.976,0.103,1293.897,2.617,0.008,0.906,346.956,1.243,109.373,5.567,0.996
2530.207,15.462,35.097,2.991,0.102,1293.897,2.629,0.003,0.913,346.314,1.247,111.568,5.491,0.996
2530.309,15.539,35.094,3,0.102,1291.806,2.643,0,0.914,344.954,1.254,112.922,5.513,0.996
2530.412,15.622,35.092,3,0.102,1287.623,2.675,0,0.891,343.368,1.266,113.124,5.524,0.996
2530.514,15.708,35.08,2.997,0.102,1285.531,2.694,0.001,0.884,341.759,1.282,112.543,5.538,0.996
2530.616,15.875,35.075,2.989,0.102,1284.137,2.714,0.004,0.887,340.676,1.301,111.268,5.57,0.996
2530.718,15.958,35.067,2.976,0.102,1284.834,2.734,0.008,0.896,339.924,1.321,109.324,5.705,0.995
2530.821,16.042,35.08,2.965,0.102,1293.897,2.753,0.012,0.936,337.949,1.341,107.623,6.037,0.995
2530.923,16.13,35.1,2.964,0.107,1296.686,2.749,0.012,0.948,333.957,1.357,107.547,6.402,0.995
2531.025,16.311,35.114,2.966,0.112,1300.869,2.737,0.012,0.951,331.378,1.368,107.849,6.687,0.995
2531.127,16.399,35.125,2.956,0.117,1306.446,2.719,0.015,0.942,332.685,1.372,106.371,7.029,0.995
2531.23,16.478,35.147,2.941,0.122,1315.509,2.679,0.02,0.914,336.87,1.367,103.86,7.653,0.995
2531.332,16.544,35.153,2.933,0.126,1317.6,2.661,0.075,0.906,342.622,1.353,102.63,8.458,0.995
2531.434,16.623,35.153,2.941,0.131,1321.086,2.647,0.02,0.901,348.95,1.333,103.937,8.93,0.995
2531.537,16.632,35.15,2.952,0.136,1326.663,2.637,0.016,0.902,350.416,1.31,105.717,8.769,0.994
2531.639,16.621,35.133,2.956,0.141,1321.783,2.629,0.015,0.89,348.734,1.288,106.271,8.137,0.995
2531.741,16.592,35.114,2.955,0.145,1316.903,2.629,0.016,0.876,348.83,1.269,106.079,7.406,0.995
2531.843,16.484,35.1,2.956,0.149,1310.629,2.629,0.015,0.852,347.879,1.255,106.25,6.787,0.995
2531.945,16.411,35.086,2.963,0.153,1305.749,2.629,0.013,0.826,346.058,1.248,107.34,6.367,0.995
2532.048,16.33,35.069,2.973,0.157,1289.714,2.629,0.01,0.796,346.495,1.247,108.864,6.17,0.995
2532.15,16.239,35.075,2.979,0.162,1285.531,2.626,0.008,0.797,343.095,1.254,109.748,6.1,0.995
2532.252,16.038,35.078,2.976,0.166,1284.834,2.623,0.008,0.807,336.021,1.264,109.396,6.064,0.995
2532.354,15.938,35.083,2.972,0.17,1284.137,2.621,0.01,0.818,333.074,1.277,108.712,6.045,0.996
2532.457,15.858,35.108,2.973,0.174,1282.046,2.618,0.01,0.83,332.078,1.293,108.838,6.032,0.996
2532.559,15.812,35.117,2.977,0.177,1282.046,2.623,0.008,0.83,329.391,1.306,109.45,5.985,0.996
2532.661,15.815,35.133,2.974,0.181,1284.834,2.634,0.009,0.834,326.631,1.319,109.003,5.905,0.995
2532.764,15.838,35.155,2.965,0.184,1289.017,2.651,0.012,0.848,322.082,1.328,107.645,5.844,0.995
2532.866,15.855,35.147,2.958,0.188,1293.897,2.685,0.014,0.894,314.952,1.335,106.619,5.833,0.995
2532.968,15.862,35.133,2.95,0.191,1295.292,2.702,0.017,0.923,309.114,1.34,105.381,5.789,0.995
2533.07,15.885,35.117,2.94,0.194,1293.897,2.716,0.021,0.939,307.092,1.344,103.563,5.697,0.995
2533.173,15.922,35.105,2.934,0.198,1289.714,2.724,0.078,0.943,309.043,1.349,102.559,5.645,0.995
2533.275,15.976,35.089,2.938,0.201,1281.349,2.729,0.021,0.929,312.492,1.356,103.259,5.591,0.994
2533.377,16.04,35.075,2.946,0.186,1276.469,2.725,0.019,0.919,314.199,1.363,104.65,5.422,0.994
2533.479,16.172,35.055,2.952,0.171,1274.377,2.717,0.017,0.918,313.915,1.369,105.545,5.114,0.994
2533.582,16.239,35.053,2.959,0.156,1275.074,2.712,0.014,0.923,312.996,1.372,106.766,4.812,0.995
2533.684,16.309,35.058,2.973,0.141,1284.834,2.709,0.009,0.942,312.822,1.368,108.902,4.678,0.995
2533.786,16.378,35.064,2.982,0.126,1291.109,2.709,0.006,0.938,316.626,1.357,110.339,4.73,0.995
2533.888,16.5,35.058,2.954,0.111,1297.383,2.712,0.016,0.924,324.026,1.343,109.961,4.969,0.995
2533.991,16.539,35.053,2.927,0.096,1301.566,2.717,0.423,0.901,331.145,1.328,107.831,5.447,0.995
2534.093,16.557,35.055,2.907,0.081,1312.023,2.742,2.868,0.854,337.537,1.328,105.816,6.008,0.995
2534.195,16.556,35.067,2.901,0.083,1317.6,2.76,4.199,0.845,344.137,1.309,105.098,6.384,0.996
2534.298,16.519,35.072,2.904,0.085,1322.48,2.78,3.531,0.851,347.131,1.306,105.517,6.359,0.996
2534.4,16.5,35.086,2.902,0.087,1323.874,2.797,3.865,0.867,345.582,1.306,105.354,6.106,0.996
2534.502,16.489,35.103,2.896,0.089,1323.874,2.822,5.339,0.892,346.313,1.309,104.548,5.891,0.996
2534.605,16.487,35.111,2.895,0.091,1318.994,2.827,5.732,0.889,348.812,1.313,104.304,5.893,0.995
2534.707,16.5,35.117,2.897,0.093,1310.629,2.825,5.117,0.875,349.066,1.319,104.613,6.089,0.996
2534.809,16.508,35.117,2.896,0.095,1302.96,2.814,5.365,0.852,350.355,1.324,104.483,6.377,0.996
2534.912,16.513,35.114,2.894,0.097,1287.623,2.781,5.93,0.82,352.883,1.328,104.246,6.55,0.996
2535.014,16.513,35.108,2.899,0.105,1282.046,2.763,4.763,0.819,353.211,1.333,104.983,6.512,0.997
2535.116,16.496,35.1,2.911,0.113,1280.651,2.747,1.864,0.831,353.628,1.339,106.659,6.366,0.997
2535.218,16.476,35.094,2.92,0.122,1280.651,2.734,0.758,0.839,352.972,1.348,107.538,6.265,0.997
2535.321,16.451,35.086,2.916,0.13,1276.469,2.733,1.294,0.831,348.581,1.365,107.04,6.16,0.997
2535.423,16.42,35.075,2.894,0.139,1275.074,2.751,5.906,0.821,343.292,1.389,104.28,6.081,0.997
2535.525,16.354,35.067,2.85,0.147,1275.771,2.783,10.83,0.819,331.539,1.422,98.67,6.149,0.997
2535.627,16.323,35.067,2.81,0.155,1277.863,2.829,13.619,0.835,307.992,1.459,91.206,6.524,0.997
2535.73,16.294,35.064,2.782,0.164,1280.651,2.928,13.457,0.923,281.845,1.494,86.225,7.236,0.997
2535.832,16.268,35.061,2.776,0.173,1284.834,2.978,11.629,0.987,266.285,1.522,86.159,7.963,0.997
2535.934,16.227,35.058,2.795,0.181,1290.411,3.02,9.915,1.048,261.417,1.539,90.309,8.281,0.997
2536.037,16.217,35.042,2.831,0.19,1296.686,3.053,9.027,1.092,270.122,1.542,95.809,8.148,0.997
2536.139,16.219,35.011,2.876,0.199,1302.263,3.081,7.797,1.119,292.425,1.535,101.528,7.838,0.997
2536.241,16.236,35.003,2.914,0.207,1305.052,3.084,1.721,1.095,316.43,1.524,106.573,7.442,0.997
2536.344,16.319,34.997,2.946,0.216,1306.446,3.077,0.019,1.065,330.553,1.513,109.45,6.94,0.997
2536.446,16.38,34.994,3,0.225,1305.749,3.071,0,1.036,334.693,1.503,110.126,6.369,0.996
2536.548,16.449,34.986,3,0.234,1306.446,3.058,0,1.006,332.924,1.494,110.31,5.831,0.998
2536.651,16.523,34.978,3,0.234,1306.446,3.047,0,0.994,329.275,1.486,110.946,5.449,0.998
2536.753,16.678,34.98,3,0.234,1305.749,3.036,0,0.978,327.13,1.476,110.677,5.315,0.998
2536.855,16.758,34.997,2.99,0.234,1302.96,3.026,0.003,0.955,327.157,1.464,108.336,5.572,0.998
2536.958,16.839,35.017,2.97,0.234,1300.172,3.01,0.011,0.899,331.027,1.449,105.323,6.358,0.998
2537.06,16.922,35.019,2.956,0.235,1299.474,3.006,0.015,0.883,334.96,1.43,103.313,7.543,0.998
2537.163,17.085,35.019,2.955,0.235,1298.777,3.01,0.015,0.877,332.239,1.409,103.162,8.314,0.998
2537.265,17.159,35.025,2.963,0.235,1298.777,3.023,0.013,0.878,328.833,1.386,104.368,8.105,0.998
2537.367,17.225,35.053,2.976,0.235,1299.474,3.067,0.008,0.903,332.621,1.362,106.313,7.2,0.998
2537.47,17.285,35.055,2.987,0.236,1300.172,3.094,0.005,0.907,335.135,1.339,107.809,6.418,0.998
2537.572,17.395,35.05,2.99,0.238,1300.172,3.12,0.004,0.905,332.248,1.316,108.262,6.042,0.998
2537.675,17.451,35.047,2.989,0.239,1299.474,3.14,0.004,0.893,333.392,1.295,108.192,5.992,0.998
2537.777,17.509,35.061,2.995,0.241,1298.777,3.156,0.002,0.871,337.58,1.275,109.015,6.053,0.998
2537.879,17.568,35.061,3,0.242,1300.172,3.149,0,0.869,337.161,1.259,111.119,6.121,0.998
2537.981,17.678,35.055,3,0.243,1300.172,3.132,0,0.875,336.575,1.246,113.755,6.128,0.998
2538.084,17.721,35.055,3,0.245,1298.08,3.104,0,0.887,340.592,1.237,115.36,6.13,0.998
2538.186,17.754,35.044,3,0.246,1291.806,3.032,0,0.884,344.581,1.232,114.834,6.135,0.998
2538.289,17.773,35.042,2.996,0.246,1289.714,2.991,0.001,0.873,345.22,1.231,112.337,6.095,0.998
2538.391,17.773,35.047,2.981,0.246,1289.714,2.954,0.007,0.853,344.904,1.234,110.072,6.035,0.998
2538.493,17.757,35.053,2.98,0.246,1289.017,2.919,0.007,0.829,346.431,1.24,109.922,5.982,0.998
2538.595,17.731,35.055,2.993,0.246,1289.017,2.863,0.002,0.817,348.032,1.25,111.938,5.943,0.998
2538.698,17.697,35.058,3,0.246,1293.2,2.843,0,0.827,349.054,1.262,114.259,5.926,0.998
2538.8,17.603,35.061,3,0.246,1295.292,2.825,0,0.846,351.352,1.278,115.256,5.935,0.998
2538.903,17.542,35.064,3,0.246,1297.383,2.808,0,0.855,351.88,1.295,114.3,5.929,0.998
2539.005,17.469,35.069,2.991,0.246,1296.686,2.783,0.003,0.849,350.279,1.312,111.548,5.897,0.998
2539.107,17.385,35.061,2.968,0.244,1300.869,2.776,0.011,0.836,349.448,1.329,108.116,5.87,0.998
2539.209,17.185,35.05,2.954,0.241,1304.354,2.772,0.016,0.827,346.743,1.344,105.904,5.878,0.998
2539.312,17.076,35.047,2.953,0.239,1306.446,2.769,0.016,0.834,341.775,1.355,105.769,5.899,0.998
2539.414,16.968,35.044,2.961,0.237,1307.84,2.765,0.013,0.868,338.51,1.361,107.135,5.905,0.998
2539.516,16.868,35.044,2.967,0.234,1307.143,2.761,0.011,0.896,337.181,1.365,108.038,5.912,0.998
2539.619,16.71,35.047,2.963,0.232,1305.052,2.754,0.013,0.913,338.068,1.366,107.394,5.934,0.998
2539.721,16.66,35.053,2.952,0.229,1303.657,2.744,0.016,0.918,343.134,1.368,105.669,5.92,0.998
2539.823,16.628,35.061,2.946,0.227,1302.263,2.709,0.019,0.889,349.132,1.371,104.663,5.716,0.998
2539.926,16.613,35.055,2.949,0.228,1301.566,2.687,0.017,0.864,352.806,1.375,105.248,5.34,0.998
2540.028,16.625,35.047,2.956,0.229,1304.354,2.664,0.015,0.847,354.199,1.381,106.363,5.047,0.998
2540.13,16.648,35.047,2.964,0.23,1307.84,2.641,0.013,0.84,353.156,1.386,107.492,4.957,0.998
2540.233,16.681,35.042,2.973,0.231,1306.446,2.594,0.009,0.857,348.426,1.39,108.97,4.989,0.998
2540.335,16.72,35.047,2.987,0.232,1304.354,2.57,0.005,0.865,340.332,1.391,110.953,5.052,0.998
2540.437,16.803,35.064,2.998,0.232,1304.354,2.551,0.001,0.867,332.897,1.389,112.602,5.195,0.998
2540.54,16.842,35.08,3,0.233,1305.052,2.537,0,0.862,327.64,1.387,112.884,5.47,0.998
2540.642,16.882,35.111,2.999,0.234,1301.566,2.52,0,0.847,323.73,1.385,112.746,5.806,0.998
2540.744,16.923,35.128,3,0.236,1304.354,2.521,0,0.85,321.993,1.385,112.964,6.049,0.998
2540.847,17.013,35.136,3,0.238,1306.446,2.529,0,0.864,324.431,1.387,113.09,6.088,0.998
2540.949,17.059,35.139,2.997,0.24,1306.446,2.542,0.001,0.888,328.631,1.39,112.455,6.002,0.998
2541.051,17.103,35.122,2.989,0.242,1303.657,2.575,0.004,0.927,330.244,1.391,111.252,5.917,0.998
2541.154,17.146,35.103,2.988,0.244,1302.96,2.594,0.004,0.929,328.986,1.387,111.193,5.869,0.998
2541.256,17.234,35.094,2.997,0.245,1304.354,2.612,0.001,0.923,326.477,1.377,112.475,5.83,0.998
2541.358,17.286,35.103,3,0.247,1302.96,2.629,0,0.909,324.156,1.36,113.407,5.88,0.998
2541.46,17.345,35.136,2.997,0.249,1302.96,2.661,0.001,0.889,324.485,1.341,112.445,6.147,0.998
2541.563,17.41,35.155,2.986,0.243,1303.657,2.674,0.005,0.89,329.183,1.32,110.919,6.562,0.998
2541.665,17.541,35.175,2.99,0.237,1304.354,2.687,0.004,0.896,335.805,1.302,111.424,6.816,0.998
2541.767,17.6,35.186,3,0.231,1302.96,2.702,0,0.905,339.717,1.287,113.364,6.731,0.998
2541.869,17.65,35.18,3,0.225,1295.989,2.731,0,0.903,339.622,1.276,114.313,6.49,0.998
2541.971,17.691,35.169,2.999,0.219,1293.897,2.744,0,0.888,337.088,1.269,112.806,6.319,0.998
2542.073,17.757,35.155,2.982,0.213,1292.503,2.758,0.006,0.87,332.859,1.263,110.331,6.254,0.998
2542.176,17.788,35.139,2.969,0.207,1291.806,2.773,0.011,0.858,329.513,1.259,108.285,6.23,0.998
2542.278,17.823,35.108,2.961,0.201,1295.292,2.804,0.013,0.859,331.539,1.256,107.146,6.216,0.998
2542.38,17.862,35.092,2.963,0.211,1301.566,2.814,0.013,0.871,336.853,1.253,107.397,6.172,0.998
2542.482,17.943,35.08,2.974,0.221,1307.143,2.82,0.009,0.881,339.019,1.249,109.094,5.99,0.998
2542.584,17.979,35.092,2.979,0.23,1309.932,2.821,0.007,0.884,340.035,1.243,109.832,5.7,0.998
2542.687,18.009,35.13,2.967,0.24,1309.234,2.814,0.011,0.866,343.618,1.236,108.025,5.5,0.998
2542.789,18.033,35.133,2.947,0.249,1307.84,2.804,0.018,0.851,346.164,1.226,104.863,5.43,0.998
2542.891,18.072,35.128,2.94,0.259,1302.96,2.787,0.02,0.844,348.254,1.216,103.712,5.395,0.998
2542.994,18.091,35.128,2.952,0.268,1295.989,2.765,0.016,0.84,354.518,1.205,105.676,5.355,0.998
2543.096,18.109,35.142,2.973,0.278,1288.32,2.717,0.009,0.851,359.157,1.198,108.904,5.307,0.998
2543.198,18.126,35.161,2.986,0.283,1289.017,2.691,0.005,0.851,355.905,1.193,110.907,5.27,0.998
2543.3,18.143,35.175,2.99,0.288,1289.714,2.666,0.004,0.846,352.44,1.191,111.423,5.249,0.998
2543.403,18.143,35.18,2.989,0.293,1291.806,2.645,0.004,0.837,350.366,1.193,111.308,5.231,0.998
2543.505,18.138,35.194,2.986,0.298,1295.989,2.616,0.005,0.81,344.33,1.197,110.939,5.203,0.998
2543.607,18.131,35.205,2.983,0.303,1295.292,2.61,0.006,0.804,338.722,1.202,110.464,5.151,0.998
2543.709,18.113,35.208,2.983,0.308,1293.2,2.606,0.006,0.806,338.261,1.208,110.415,5.097,0.998
2543.811,18.101,35.205,2.989,0.314,1289.714,2.604,0.004,0.816,338.721,1.214,111.243,5.069,0.998
2543.913,18.085,35.194,2.996,0.319,1281.349,2.596,0.002,0.846,338.253,1.221,112.298,5.091,0.998
2544.016,18.065,35.194,2.992,0.319,1279.257,2.591,0.003,0.847,340.879,1.228,111.788,5.172,0.998
2544.118,18.011,35.205,2.982,0.319,1281.349,2.586,0.006,0.838,345.763,1.235,110.192,5.282,0.998
2544.22,17.976,35.219,2.977,0.319,1286.229,2.581,0.008,0.825,349.089,1.24,109.478,5.428,0.998
2544.322,17.934,35.228,2.98,0.319,1294.594,2.581,0.007,0.82,350.848,1.242,109.907,5.604,0.998
2544.424,17.885,35.225,2.978,0.319,1297.383,2.58,0.008,0.832,350.101,1.239,109.696,5.686,0.998
2544.526,17.763,35.225,2.96,0.319,1300.172,2.58,0.014,0.853,345.57,1.233,106.909,5.579,0.998
2544.628,17.693,35.219,2.94,0.319,1302.263,2.581,0.021,0.871,343.655,1.224,103.663,5.348,0.998
2544.73,17.622,35.194,2.931,0.319,1297.383,2.567,0.129,0.879,344.979,1.215,102.241,5.167,0.998
2544.833,17.555,35.169,2.935,0.317,1293.2,2.554,0.039,0.868,345.117,1.207,102.974,5.142,0.998
2544.935,17.444,35.142,2.941,0.316,1291.806,2.538,0.02,0.851,347.319,1.202,103.931,5.272,0.998
2545.037,17.397,35.122,2.942,0.314,1292.503,2.519,0.02,0.837,352.181,1.199,104.013,5.532,0.998
2545.139,17.351,35.108,2.943,0.313,1295.292,2.481,0.019,0.836,353.538,1.2,104.27,5.922,0.998
2545.241,17.302,35.097,2.953,0.311,1298.08,2.465,0.016,0.846,351.974,1.203,105.741,6.426,0.998
2545.344,17.182,35.1,2.967,0.31,1301.566,2.451,0.011,0.854,351.041,1.211,108.003,6.864,0.998
2545.446,17.11,35.105,2.979,0.309,1305.052,2.438,0.007,0.855,350.095,1.223,109.821,6.997,0.998
2545.548,17.03,35.097,2.984,0.307,1307.84,2.43,0.005,0.841,349.526,1.241,110.626,6.76,0.998
2545.65,16.943,35.1,2.981,0.303,1308.537,2.438,0.007,0.834,350.018,1.263,110.107,6.408,0.998
2545.752,16.75,35.111,2.97,0.299,1307.143,2.453,0.011,0.837,349.907,1.288,108.4,6.222,0.998
2545.855,16.647,35.122,2.954,0.295,1306.446,2.473,0.016,0.848,347.002,1.314,105.915,6.318,0.998
2545.957,16.542,35.15,2.942,0.291,1311.326,2.52,0.02,0.902,341.878,1.337,104.036,6.587,0.998
2546.059,16.438,35.15,2.937,0.287,1315.509,2.544,0.021,0.927,336.662,1.354,103.222,6.83,0.998
2546.161,16.24,35.144,2.935,0.283,1317.6,2.566,0.052,0.945,332.312,1.364,102.828,6.875,0.998
2546.264,16.154,35.136,2.932,0.279,1315.509,2.587,0.114,0.949,329.895,1.365,102.315,6.759,0.998
2546.366,16.083,35.147,2.932,0.275,1309.234,2.619,0.129,0.936,331.228,1.359,102.212,6.564,0.998
2546.468,16.03,35.15,2.936,0.274,1307.143,2.626,0.035,0.929,334.916,1.348,103.009,6.339,0.998
2546.57,15.989,35.142,2.943,0.273,1301.566,2.627,0.019,0.927,338.568,1.333,104.282,6.188,0.998
