DGA,QT,RT1,POR,RA45,PE,M4R2,QCAL
2.985,0.274,2.623,0.005,0.926,4.183,1.22,0.996
2.988,0.277,2.621,0.004,0.913,4.179,1.211,0.996
2.992,0.28,2.61,0.003,0.896,4.188,1.202,0.996
2.996,0.277,2.602,0.001,0.894,4.204,1.191,0.996
2.996,0.274,2.591,0.001,0.894,4.214,1.18,0.996
2.991,0.271,2.579,0.003,0.891,4.217,1.17,0.996
2.988,0.268,2.553,0.004,0.884,4.222,1.161,0.996
2.991,0.265,2.543,0.003,0.876,4.234,1.153,0.996
2.996,0.262,2.533,0.002,0.87,4.244,1.146,0.996
2.995,0.259,2.525,0.002,0.871,4.234,1.141,0.996
2.994,0.256,2.51,0.002,0.886,4.241,1.139,0.996
2.998,0.251,2.502,0.001,0.895,4.336,1.138,0.996
3,0.245,2.492,0,0.895,4.446,1.139,0.996
3,0.239,2.48,0,0.89,4.463,1.141,0.996
2.997,0.233,2.446,0.001,0.876,4.457,1.145,0.996
2.993,0.227,2.427,0.002,0.878,4.475,1.152,0.996
2.991,0.221,2.41,0.003,0.884,4.492,1.161,0.996
2.985,0.216,2.398,0.005,0.895,4.499,1.171,0.996
2.977,0.21,2.387,0.008,0.917,4.514,1.181,0.996
2.973,0.21,2.387,0.01,0.923,4.528,1.19,0.996
2.972,0.211,2.389,0.01,0.924,4.48,1.195,0.996
2.977,0.211,2.395,0.008,0.92,4.335,1.195,0.996
2.985,0.212,2.409,0.005,0.904,4.181,1.194,0.996
2.989,0.213,2.416,0.004,0.902,4.161,1.178,0.996
2.988,0.213,2.425,0.004,0.906,4.34,1.155,0.996
2.987,0.214,2.433,0.005,0.907,4.696,1.132,0.996
2.99,0.214,2.449,0.004,0.89,5.143,1.114,0.996
2.99,0.221,2.454,0.003,0.873,5.483,1.102,0.996
2.985,0.229,2.461,0.005,0.861,5.517,1.098,0.996
2.979,0.236,2.468,0.007,0.855,5.267,1.104,0.996
2.984,0.243,2.487,0.006,0.862,4.976,1.118,0.996
2.997,0.25,2.497,0.001,0.869,4.855,1.141,0.996
3,0.257,2.505,0,0.877,4.917,1.17,0.996
3,0.264,2.517,0,0.889,5.053,1.203,0.996
3,0.271,2.545,0,0.913,5.175,1.234,0.996
2.999,0.259,2.557,0,0.925,5.233,1.26,0.996
2.991,0.247,2.566,0.003,0.938,5.255,1.278,0.996
2.979,0.235,2.568,0.008,0.951,5.283,1.287,0.996
2.969,0.223,2.557,0.011,0.958,5.32,1.285,0.996
2.967,0.21,2.542,0.012,0.952,5.355,1.276,0.996
2.971,0.198,2.519,0.01,0.942,5.383,1.263,0.996
2.974,0.186,2.496,0.009,0.928,5.401,1.248,0.996
2.976,0.174,2.456,0.008,0.911,5.459,1.232,0.996
2.975,0.178,2.442,0.009,0.907,5.704,1.217,0.996
2.977,0.181,2.432,0.008,0.906,6.176,1.205,0.996
2.982,0.185,2.425,0.006,0.903,6.662,1.193,0.996
2.992,0.189,2.42,0.003,0.901,6.923,1.184,0.996
3,0.193,2.424,0,0.894,6.886,1.177,0.996
3,0.197,2.435,0,0.889,6.702,1.173,0.996
3,0.201,2.451,0,0.887,6.518,1.171,0.996
3,0.204,2.495,0,0.904,6.399,1.172,0.996
2.998,0.208,2.52,0.001,0.915,6.357,1.176,0.996
2.993,0.211,2.545,0.003,0.918,6.379,1.183,0.996
2.99,0.215,2.565,0.003,0.915,6.422,1.191,0.996
2.991,0.218,2.583,0.003,0.893,6.494,1.201,0.996
2.991,0.222,2.58,0.003,0.881,6.573,1.211,0.996
2.988,0.225,2.573,0.004,0.876,6.625,1.219,0.996
2.983,0.229,2.564,0.006,0.877,6.657,1.225,0.996
2.978,0.232,2.543,0.008,0.879,6.69,1.229,0.996
2.974,0.235,2.535,0.009,0.88,6.734,1.233,0.996
2.973,0.237,2.531,0.01,0.879,6.775,1.233,0.996
2.978,0.24,2.529,0.008,0.879,6.798,1.233,0.996
2.987,0.243,2.527,0.004,0.896,6.804,1.232,0.996
2.995,0.246,2.529,0.002,0.908,6.801,1.23,0.996
2.996,0.248,2.531,0.001,0.923,6.803,1.228,0.996
2.992,0.251,2.532,0.003,0.926,6.819,1.225,0.996
2.986,0.254,2.53,0.005,0.917,6.838,1.222,0.996
2.981,0.255,2.523,0.007,0.902,6.834,1.219,0.996
2.981,0.257,2.516,0.007,0.893,6.813,1.219,0.996
2.989,0.258,2.508,0.004,0.886,6.813,1.22,0.996
3,0.259,2.492,0,0.881,6.868,1.224,0.996
3,0.261,2.48,0,0.884,6.91,1.232,0.996
3,0.262,2.467,0,0.881,6.804,1.243,0.996
3,0.264,2.455,0,0.875,6.779,1.257,0.996
2.997,0.265,2.43,0.001,0.862,6.802,1.272,0.996
2.996,0.283,2.416,0.001,0.857,6.751,1.288,0.996
2.996,0.3,2.404,0.002,0.855,6.712,1.305,0.996
2.992,0.317,2.39,0.003,0.855,6.789,1.323,0.996
2.987,0.334,2.369,0.005,0.862,6.887,1.345,0.996
2.983,0.352,2.359,0.006,0.863,6.929,1.371,0.996
2.982,0.369,2.354,0.006,0.861,6.952,1.4,0.996
2.98,0.386,2.349,0.007,0.856,7.008,1.432,0.996
2.974,0.403,2.354,0.009,0.852,7.084,1.464,0.996
2.968,0.407,2.365,0.011,0.855,7.125,1.495,0.996
2.967,0.41,2.382,0.011,0.857,7.132,1.525,0.996
2.974,0.413,2.408,0.008,0.856,7.134,1.555,0.996
2.977,0.416,2.496,0.005,0.856,7.154,1.585,0.996
2.963,0.42,2.562,0.007,0.863,7.198,1.62,0.996
2.901,0.423,2.645,2.048,0.879,7.238,1.664,0.996
2.833,0.426,2.746,9.362,0.91,7.231,1.722,0.996
2.772,0.429,3,11.678,1.012,7.195,1.8,0.996
2.723,0.425,3.148,12.054,1.071,7.281,1.9,0.996
2.687,0.42,3.305,11.412,1.132,7.429,2.023,0.996
2.667,0.415,3.462,9.484,1.181,7.419,2.166,0.996
2.665,0.411,3.758,8.485,1.234,7.51,2.315,0.996
2.669,0.406,3.891,8.26,1.248,7.53,2.457,0.996
2.674,0.402,4.011,8.409,1.256,7.542,2.568,0.996
2.688,0.397,4.117,9.262,1.258,7.576,2.64,0.996
2.673,0.392,4.287,10.131,1.232,7.744,2.668,0.996
2.671,0.389,4.354,11.68,1.209,7.8,2.661,0.996
2.707,0.387,4.416,13.655,1.183,7.457,2.634,0.996
2.738,0.384,4.474,14.2,1.156,6.899,2.592,0.996
2.775,0.381,4.593,13.361,1.123,6.492,2.543,0.996
2.801,0.378,4.658,11.367,1.112,6.347,2.488,0.996
2.828,0.375,4.724,9.916,1.102,6.304,2.43,0.996
2.833,0.372,4.796,9.474,1.093,6.262,2.373,0.996
2.828,0.369,4.963,9.741,1.078,6.237,2.32,0.996
2.833,0.368,5.053,9.465,1.072,6.255,2.277,0.996
2.856,0.367,5.142,8.033,1.068,6.313,2.245,0.996
2.878,0.365,5.228,4.988,1.067,6.34,2.227,0.996
2.949,0.364,5.374,0.012,1.077,6.319,2.221,0.996
2.942,0.363,5.424,0.015,1.082,6.297,2.227,0.996
2.935,0.361,5.454,0.018,1.085,6.323,2.239,0.996
2.926,0.36,5.464,0.021,1.085,6.374,2.253,0.996
2.915,0.359,5.428,0.153,1.076,6.355,2.263,0.996
2.907,0.35,5.389,0.42,1.072,6.346,2.261,0.996
2.908,0.341,5.341,0.471,1.072,6.354,2.244,0.996
2.901,0.332,5.284,0.159,1.075,6.304,2.208,0.996
2.901,0.322,5.153,0.021,1.069,6.205,2.155,0.996
2.912,0.313,5.08,0.018,1.062,6.095,2.09,0.996
2.932,0.304,5.002,0.015,1.054,6.091,2.017,0.996
2.957,0.295,4.919,0.012,1.043,6.044,1.945,0.996
2.97,0.286,4.746,0.008,1.025,6.263,1.88,0.996
2.979,0.275,4.657,0.006,1.02,6.606,1.824,0.996
2.98,0.264,4.57,0.005,1.008,7.019,1.78,0.996
2.975,0.253,4.489,0.006,0.997,7.398,1.743,0.996
2.971,0.243,4.34,0.006,0.977,7.498,1.712,0.996
2.975,0.232,4.275,0.007,0.965,7.226,1.684,0.996
2.98,0.221,4.219,0.006,0.958,6.825,1.655,0.996
2.985,0.21,4.167,0.005,0.96,6.657,1.626,0.996
2.988,0.199,4.076,0.004,0.976,6.737,1.598,0.996
2.985,0.209,4.032,0.004,0.981,6.838,1.572,0.996
2.973,0.219,3.986,0.006,0.983,6.827,1.55,0.996
2.964,0.229,3.933,0.008,0.981,6.75,1.532,0.996
2.963,0.238,3.816,0.009,0.962,6.739,1.518,0.996
2.967,0.248,3.755,0.008,0.957,6.766,1.51,0.996
2.973,0.258,3.694,0.007,0.955,6.756,1.507,0.996
2.978,0.268,3.635,0.006,0.955,6.743,1.51,0.996
2.979,0.278,3.531,0.006,0.962,6.728,1.519,0.996
2.985,0.286,3.491,0.005,0.97,6.709,1.534,0.996
2.994,0.295,3.461,0.002,0.974,6.699,1.552,0.996
2.997,0.303,3.438,0.001,0.978,6.695,1.573,0.996
2.986,0.312,3.405,0.003,0.985,6.694,1.593,0.996
2.97,0.32,3.392,0.007,0.987,6.685,1.61,0.996
2.957,0.329,3.38,0.009,0.985,6.671,1.621,0.996
2.949,0.338,3.366,0.01,0.979,6.67,1.626,0.996
2.961,0.346,3.32,0.008,0.955,6.687,1.627,0.996
2.975,0.339,3.292,0.005,0.942,6.685,1.626,0.996
2.981,0.331,3.262,0.004,0.933,6.671,1.626,0.996
2.972,0.324,3.236,0.005,0.927,6.666,1.631,0.996
2.963,0.316,3.204,0.007,0.92,6.674,1.643,0.996
2.964,0.309,3.2,0.007,0.918,6.674,1.665,0.996
2.975,0.301,3.204,0.005,0.916,6.671,1.697,0.996
2.872,0.293,3.221,6.699,0.916,6.692,1.744,0.996
2.856,0.286,3.299,8.374,0.936,6.731,1.809,0.996
2.814,0.297,3.363,10.782,0.961,6.755,1.893,0.996
2.769,0.308,3.443,12.839,0.989,6.79,1.995,0.996
2.736,0.319,3.536,14.287,1.018,6.853,2.114,0.996
2.715,0.329,3.745,15.259,1.065,6.9,2.239,0.996
2.702,0.34,3.848,15.78,1.082,6.932,2.354,0.996
2.697,0.351,3.948,15.657,1.097,6.989,2.445,0.996
2.701,0.362,4.038,15.018,1.103,6.991,2.5,0.996
2.715,0.373,4.169,14.067,1.093,6.837,2.519,0.996
2.744,0.41,4.212,12.73,1.083,6.621,2.511,0.996
2.776,0.448,4.244,11.247,1.076,6.483,2.488,0.996
2.792,0.485,4.275,10.505,1.073,6.443,2.461,0.996
2.782,0.522,4.342,11.199,1.069,6.438,2.439,0.996
2.768,0.559,4.382,12.081,1.074,6.431,2.422,0.996
2.76,0.597,4.426,12.524,1.08,6.439,2.408,0.996
2.751,0.634,4.473,12.721,1.086,6.472,2.395,0.996
2.743,0.671,4.586,12.961,1.096,6.473,2.38,0.996
2.743,0.695,4.649,13.31,1.099,6.554,2.363,0.996
2.748,0.719,4.715,13.661,1.098,6.599,2.345,0.996
2.749,0.743,4.784,14.184,1.099,6.656,2.328,0.996
2.737,0.767,4.919,15.179,1.104,6.757,2.314,0.996
2.722,0.791,4.981,16.277,1.102,6.839,2.304,0.996
2.71,0.814,5.034,16.938,1.099,6.865,2.296,0.996
2.705,0.838,5.072,16.862,1.101,6.921,2.285,0.996
2.708,0.862,5.096,16.266,1.101,7.189,2.27,0.996
2.722,0.862,5.082,15.62,1.091,7.69,2.245,0.996
2.74,0.862,5.057,15.206,1.076,8.158,2.211,0.996
2.753,0.862,5.023,15.04,1.057,8.388,2.17,0.996
2.755,0.862,4.957,15.098,1.017,8.419,2.124,0.996
2.75,0.862,4.932,15.378,1.008,8.361,2.078,0.996
2.742,0.862,4.912,15.823,1.004,8.215,2.033,0.996
2.74,0.862,4.897,15.914,1.003,7.997,1.99,0.996
2.751,0.862,4.85,15.245,1.01,7.928,1.949,0.996
2.766,0.82,4.815,14.336,1.012,8.009,1.907,0.996
2.769,0.777,4.77,14.281,1.014,8.057,1.865,0.996
2.757,0.734,4.72,15.411,1.008,8.043,1.823,0.996
2.734,0.691,4.624,17.513,0.977,7.996,1.783,0.996
2.711,0.648,4.588,19.949,0.955,7.957,1.748,0.996
2.695,0.606,4.569,22.015,0.934,7.967,1.721,0.996
2.696,0.563,4.577,23.153,0.918,8.053,1.706,0.996
2.698,0.52,4.695,22.452,0.9,8.149,1.706,0.996
2.709,0.475,4.805,20.79,0.915,8.038,1.725,0.996
2.721,0.43,4.937,18.69,0.937,7.726,1.765,0.996
2.73,0.384,5.083,16.675,0.969,7.461,1.828,0.996
2.735,0.339,5.361,15.043,1.041,7.311,1.912,0.996
2.734,0.294,5.473,14.121,1.071,7.182,2.01,0.996
2.724,0.249,5.556,13.351,1.094,7.076,2.111,0.996
2.717,0.204,5.607,13.151,1.108,7.031,2.199,0.996
2.717,0.158,5.615,13.082,1.124,7.011,2.263,0.996
2.73,0.172,5.58,12.76,1.122,6.974,2.29,0.996
2.752,0.186,5.531,12.055,1.117,6.909,2.281,0.996
2.765,0.199,5.471,11.659,1.118,6.84,2.244,0.996
2.758,0.213,5.315,11.975,1.114,6.789,2.187,0.996
2.748,0.226,5.217,12.432,1.109,6.753,2.121,0.996
2.757,0.24,5.104,12.047,1.1,6.712,2.053,0.996
2.787,0.254,4.98,10.754,1.082,6.669,1.988,0.996
2.831,0.267,4.707,8.719,1.038,6.633,1.929,0.996
2.873,0.266,4.577,5.88,1.017,6.605,1.882,0.996
2.892,0.265,4.463,2.912,1.001,6.577,1.85,0.996
2.97,0.265,4.367,0.006,0.986,6.553,1.833,0.996
2.951,0.264,4.247,0.01,0.971,6.54,1.833,0.996
2.944,0.263,4.224,0.012,0.973,6.53,1.848,0.996
2.945,0.262,4.223,0.01,0.979,6.493,1.875,0.996
2.947,0.261,4.24,0.01,0.994,6.422,1.911,0.996
2.934,0.26,4.314,0.013,1.013,6.335,1.95,0.996
2.933,0.26,4.351,0.019,1.02,6.246,1.987,0.996
2.916,0.259,4.387,0.35,1.024,6.155,2.019,0.996
2.898,0.259,4.418,1.8,1.029,6.045,2.045,0.996
2.887,0.259,4.462,2.568,1.045,5.936,2.064,0.996
2.887,0.258,4.474,1.888,1.052,5.885,2.078,0.996
2.896,0.258,4.479,0.933,1.062,5.872,2.087,0.996
2.903,0.257,4.478,0.547,1.071,5.832,2.089,0.996
2.907,0.257,4.47,0.368,1.091,5.851,2.081,0.996
2.913,0.256,4.463,0.163,1.095,6.035,2.064,0.996
2.918,0.256,4.452,0.065,1.094,6.333,2.033,0.996
2.916,0.255,4.443,0.067,1.089,6.666,1.994,0.996
2.917,0.254,4.447,0.065,1.07,6.896,1.95,0.996
2.926,0.253,4.466,0.021,1.064,6.905,1.908,0.996
2.941,0.253,4.496,0.017,1.058,6.708,1.872,0.996
2.942,0.252,4.537,0.016,1.053,6.44,1.847,0.996
2.93,0.251,4.623,0.021,1.063,6.218,1.835,0.996
2.9,0.25,4.655,0.675,1.075,6.106,1.833,0.996
2.88,0.249,4.67,2.363,1.091,6.14,1.836,0.996
2.874,0.248,4.658,3.169,1.098,6.216,1.835,0.996
2.885,0.247,4.554,1.909,1.086,6.258,1.824,0.996
2.912,0.247,4.472,0.203,1.065,6.279,1.795,0.996
2.942,0.246,4.38,0.015,1.046,6.292,1.752,0.996
2.964,0.245,4.284,0.007,1.029,6.305,1.698,0.996
2.988,0.244,4.104,0.003,1.006,6.318,1.644,0.996
2.997,0.253,4.023,0.001,0.998,6.329,1.596,0.996
2.999,0.263,3.949,0,0.991,6.328,1.556,0.996
2.999,0.273,3.878,0,0.986,6.333,1.527,0.996
3,0.283,3.742,0,0.979,6.387,1.505,0.996
3,0.292,3.674,0,0.973,6.451,1.488,0.996
3,0.302,3.607,0,0.967,6.497,1.475,0.996
3,0.312,3.541,0,0.958,6.552,1.464,0.996
2.982,0.321,3.431,0.006,0.936,6.591,1.455,0.996
2.977,0.323,3.391,0.008,0.927,6.605,1.451,0.996
2.968,0.325,3.363,0.011,0.92,6.694,1.451,0.996
2.963,0.327,3.341,0.013,0.92,7.007,1.456,0.996
2.954,0.329,3.311,0.014,0.932,7.514,1.465,0.996
2.945,0.331,3.299,0.016,0.943,7.838,1.475,0.996
2.93,0.333,3.282,0.02,0.948,7.63,1.486,0.996
2.917,0.335,3.265,0.022,0.947,6.998,1.498,0.996
2.906,0.338,3.227,0.084,0.93,6.398,1.498,0.996
2.909,0.338,3.216,0.316,0.925,6.134,1.536,0.996
2.901,0.338,3.213,1.388,0.925,6.182,1.572,0.996
2.896,0.338,3.223,2.296,0.933,6.38,1.624,0.996
2.885,0.338,3.263,3.273,0.964,6.659,1.694,0.997
2.873,0.338,3.28,4.305,0.982,6.912,1.781,0.997
2.855,0.338,3.29,6.213,1,6.917,1.878,0.997
2.83,0.338,3.291,6.266,1.012,6.876,1.974,0.997
2.801,0.338,3.26,5.997,1.012,6.914,2.06,0.997
2.835,0.372,3.236,7.672,1,6.777,2.127,0.997
2.825,0.407,3.217,8.564,0.985,6.567,2.175,0.997
2.831,0.442,3.207,9.436,0.975,6.505,2.205,0.997
2.837,0.477,3.242,9.752,0.97,6.506,2.224,0.997
2.836,0.512,3.29,9.924,0.975,6.47,2.232,0.997
2.828,0.547,3.35,10.126,0.988,6.417,2.232,0.996
2.822,0.581,3.425,10.172,1.005,6.41,2.224,0.997
2.816,0.616,3.59,10.224,1.041,6.449,2.205,0.997
2.812,0.613,3.674,10.247,1.052,6.421,2.172,0.997
2.804,0.61,3.753,10.65,1.058,6.291,2.129,0.997
2.802,0.606,3.827,10.93,1.058,6.426,2.076,0.997
2.799,0.603,3.962,11.624,1.058,6.948,2.018,0.997
2.793,0.6,4.024,12.71,1.055,7.547,1.962,0.997
2.78,0.596,4.087,14.346,1.05,7.95,1.913,0.997
2.774,0.593,4.15,15.686,1.039,8.095,1.875,0.997
2.768,0.59,4.271,16.663,1.001,7.989,1.854,0.997
2.763,0.589,4.332,16.954,0.977,7.692,1.848,0.997
2.758,0.588,4.395,16.73,0.955,7.362,1.86,0.997
2.755,0.587,4.461,16.136,0.942,7.312,1.885,0.997
2.751,0.587,4.599,15.671,0.935,7.652,1.922,0.997
2.744,0.586,4.669,15.561,0.939,8.253,1.97,0.997
2.737,0.585,4.738,15.633,0.951,8.728,2.027,0.996
2.733,0.585,4.803,15.746,0.964,8.804,2.095,0.996
2.735,0.584,4.916,16.161,0.997,8.727,2.17,0.996
2.73,0.584,4.959,16.341,1.013,8.493,2.252,0.996
2.736,0.584,4.991,16.609,1.029,8.023,2.335,0.996
2.739,0.584,5.016,16.547,1.043,7.659,2.408,0.997
2.74,0.584,5.053,16.403,1.061,7.505,2.462,0.997
2.74,0.584,5.07,16.234,1.069,7.422,2.487,0.997
2.737,0.584,5.088,16.351,1.073,7.362,2.481,0.997
2.733,0.584,5.109,16.555,1.078,7.395,2.442,0.997
2.729,0.584,5.145,16.823,1.081,7.486,2.378,0.997
2.726,0.582,5.158,17.148,1.082,7.568,2.298,0.998
2.723,0.58,5.166,17.76,1.078,7.714,2.21,0.998
2.724,0.578,5.163,18.526,1.069,7.95,2.123,0.998
2.723,0.576,5.127,19.421,1.045,8.123,2.044,0.998
2.722,0.574,5.093,20.382,1.029,8.23,1.976,0.997
2.713,0.572,5.05,20.861,1.014,8.333,1.917,0.998
2.705,0.57,4.999,20.921,1.001,8.429,1.866,0.998
2.698,0.568,4.884,20.948,0.981,8.582,1.82,0.998
2.694,0.554,4.818,21.088,0.966,8.846,1.774,0.998
2.693,0.541,4.753,21.474,0.952,9.092,1.728,0.998
2.696,0.527,4.687,21.852,0.939,9.183,1.682,0.998
2.701,0.514,4.575,22.217,0.915,9.152,1.638,0.998
2.703,0.5,4.532,22.443,0.905,9.115,1.602,0.998
2.7,0.487,4.502,22.666,0.895,9.083,1.575,0.998
2.696,0.473,4.49,23.009,0.884,9.021,1.558,0.998
2.695,0.46,4.531,23.528,0.872,8.908,1.552,0.998
2.698,0.469,4.58,23.974,0.878,8.606,1.555,0.998
2.701,0.479,4.642,24.001,0.889,8.082,1.566,0.998
2.702,0.488,4.712,23.396,0.909,7.501,1.579,0.998
2.704,0.498,4.845,22,0.97,7.06,1.589,0.999
2.708,0.507,4.885,20.089,0.995,6.824,1.589,0.999
2.711,0.516,4.892,18.24,1.014,6.777,1.574,0.999
2.718,0.526,4.86,17.272,1.022,6.774,1.544,0.999
2.72,0.535,4.686,17.345,0.995,6.859,1.504,0.999
2.713,0.535,4.563,18.402,0.965,7.323,1.459,0.999
2.699,0.535,4.435,20.2,0.93,7.92,1.42,0.999
2.685,0.535,4.313,22.119,0.895,8.353,1.39,0.999
2.677,0.535,4.123,23.801,0.837,8.603,1.374,0.999
2.668,0.535,4.067,24.337,0.821,8.746,1.372,0.999
2.665,0.535,4.039,24.01,0.817,8.727,1.383,1
2.678,0.535,4.031,23.522,0.821,8.38,1.406,1
2.685,0.535,4.052,22.745,0.849,7.862,1.438,1
2.693,0.532,4.071,22.004,0.862,7.498,1.475,1
2.7,0.528,4.096,21.499,0.871,7.568,1.517,1
2.702,0.525,4.129,21.235,0.88,7.814,1.56,1
2.704,0.521,4.219,20.947,0.896,8.006,1.604,1
2.707,0.517,4.277,20.452,0.905,8.159,1.647,1
2.708,0.514,4.34,19.82,0.916,8.241,1.686,1.001
2.706,0.51,4.408,19.447,0.928,8.269,1.72,1
2.703,0.507,4.545,19.527,0.949,8.295,1.744,1
2.699,0.501,4.606,19.913,0.954,8.343,1.759,1.001
2.695,0.495,4.656,20.216,0.952,8.391,1.764,1.002
2.691,0.489,4.691,20.118,0.948,8.407,1.765,1.002
2.691,0.483,4.73,19.7,0.94,8.399,1.767,1.002
2.694,0.477,4.741,19.52,0.939,8.373,1.773,1.002
2.699,0.471,4.758,19.811,0.94,8.327,1.787,1.001
2.702,0.465,4.787,20.872,0.943,8.272,1.812,1.002
2.706,0.46,4.898,21.959,0.97,8.226,1.851,1.001
2.713,0.421,4.975,22.273,0.995,8.179,1.905,1
2.725,0.383,5.059,21.028,1.023,8.116,1.976,1
2.73,0.345,5.14,18.871,1.052,8.072,2.061,1.001
2.735,0.307,5.249,16.267,1.104,8.068,2.15,1.002
2.735,0.269,5.261,14.063,1.114,8.053,2.231,1.001
2.74,0.23,5.242,13.025,1.111,7.989,2.285,1.001
2.742,0.192,5.19,13.357,1.099,7.953,2.299,1.002
2.745,0.154,5.043,14.477,1.068,8.08,2.272,1.001
2.749,0.154,4.969,15.672,1.057,8.281,2.21,1.002
2.751,0.154,4.902,16.308,1.047,8.434,2.131,1.002
2.751,0.154,4.852,16.348,1.038,8.547,2.052,1.002
2.75,0.154,4.793,16.025,1.008,8.618,1.987,1.001
2.75,0.154,4.783,15.723,0.996,8.763,1.942,1.001
2.751,0.153,4.783,15.536,0.989,9.154,1.917,1.002
2.749,0.153,4.79,15.484,0.99,9.526,1.909,1.002
2.747,0.153,4.832,15.463,1.009,9.573,1.915,1.002
2.748,0.152,4.865,15.498,1.017,9.517,1.93,1.002
2.749,0.152,4.912,15.615,1.024,9.268,1.949,1.002
2.751,0.151,4.973,15.611,1.03,9.001,1.969,1.001
2.75,0.15,5.122,15.605,1.052,8.889,1.989,1.001
2.747,0.149,5.191,15.764,1.065,8.848,2.004,1.001
2.747,0.148,5.245,16.029,1.068,8.795,2.011,1.001
2.75,0.148,5.272,16.336,1.06,8.732,2.006,1.001
2.754,0.147,5.229,16.523,1.02,8.676,1.986,1.001
2.755,0.147,5.164,16.541,0.997,8.617,1.953,1.001
2.759,0.147,5.08,16.074,0.98,8.539,1.912,1.001
2.765,0.147,4.985,15.881,0.968,8.448,1.87,1.001
2.768,0.147,4.821,15.721,0.962,8.33,1.834,1.001
2.78,0.148,4.768,15.255,0.967,8.116,1.81,1
2.793,0.148,4.736,13.613,0.972,7.898,1.799,1.001
2.797,0.148,4.726,12.066,0.977,7.865,1.801,1
2.8,0.148,4.749,10.943,0.987,7.937,1.813,1.001
2.805,0.161,4.772,10.552,0.995,7.938,1.834,1
2.819,0.173,4.798,10.194,1.006,7.883,1.863,1
2.826,0.186,4.824,10.121,1.02,7.873,1.897,1
2.833,0.199,4.855,9.793,1.045,7.945,1.934,1
2.84,0.211,4.854,9.23,1.051,8.053,1.974,1
2.857,0.224,4.84,7.385,1.058,8.154,2.011,0.999
2.865,0.237,4.812,6.1,1.06,8.143,2.043,0.999
2.874,0.249,4.744,4.771,1.056,7.818,2.064,0.999
2.883,0.249,4.713,3.462,1.051,7.195,2.076,0.999
2.895,0.249,4.689,1.472,1.049,6.566,2.079,1.002
2.901,0.249,4.673,0.771,1.046,6.169,2.075,1.002
2.906,0.249,4.657,0.346,1.05,6.088,2.066,1.002
2.904,0.249,4.651,0.113,1.05,6.173,2.051,1.002
2.9,0.249,4.644,0.02,1.048,6.274,2.03,1.002
2.897,0.249,4.634,0.019,1.043,6.372,2.006,1.002
2.904,0.249,4.604,0.017,1.031,6.47,1.983,1.002
2.919,0.247,4.594,0.016,1.025,6.531,1.964,1.002
2.947,0.245,4.59,0.014,1.021,6.547,1.954,1.002
2.954,0.243,4.595,0.013,1.022,6.566,1.957,1.002
2.956,0.241,4.64,0.013,1.043,6.613,1.972,1.002
2.956,0.239,4.67,0.012,1.063,6.64,1.994,1.002
2.954,0.236,4.696,0.01,1.076,6.648,2.015,1.002
2.953,0.234,4.713,0.01,1.085,6.678,2.028,1.002
2.954,0.232,4.708,0.009,1.079,6.714,2.023,1.002
2.958,0.23,4.683,0.008,1.07,6.735,1.999,1.002
2.966,0.228,4.645,0.007,1.059,6.757,1.961,1.002
2.968,0.227,4.596,0.006,1.048,6.786,1.909,1.002
2.97,0.225,4.47,0.006,1.028,6.809,1.853,1.002
2.972,0.223,4.403,0.006,1.016,6.804,1.799,1.002
2.974,0.221,4.335,0.005,1.006,6.776,1.748,1.002
2.979,0.219,4.266,0.005,0.996,6.757,1.705,1.002
2.983,0.217,4.134,0.005,0.977,6.78,1.667,1.002
2.983,0.217,4.074,0.005,0.97,6.847,1.637,1.002
2.983,0.217,4.019,0.005,0.964,6.944,1.616,1.002
2.982,0.217,3.975,0.005,0.96,7.076,1.603,1.002
2.973,0.217,3.915,0.005,0.95,7.236,1.6,1.002
2.973,0.217,3.896,0.005,0.945,7.381,1.605,1.002
2.973,0.217,3.883,0.005,0.945,7.481,1.618,1.002
2.973,0.217,3.873,0.005,0.947,7.541,1.635,1.002
2.973,0.217,3.853,0.005,0.962,7.576,1.655,1.002
2.973,0.21,3.84,0.005,0.969,7.532,1.655,1.002
2.974,0.202,3.825,0.005,0.974,7.339,1.691,1.002
2.975,0.195,3.805,0.005,0.973,7.122,1.706,1.002
2.975,0.188,3.757,0.005,0.968,7.017,1.717,1.002
2.976,0.18,3.733,0.005,0.97,6.966,1.725,1.002
2.977,0.173,3.71,0.005,0.972,6.887,1.731,1.002
2.977,0.165,3.687,0.005,0.973,6.791,1.735,1.002
2.977,0.158,3.655,0.005,0.965,6.736,1.738,1.002
2.976,0.16,3.645,0.005,0.961,6.756,1.742,1.002
2.973,0.163,3.639,0.005,0.957,6.778,1.746,1.002
2.971,0.165,3.639,0.006,0.96,6.645,1.755,1.002
2.968,0.168,3.663,0.006,0.975,6.566,1.77,1.002
2.965,0.17,3.688,0.007,0.981,6.902,1.792,1.002
2.96,0.172,3.723,0.008,0.986,7.517,1.824,1.002
2.957,0.175,3.768,0.008,0.99,7.908,1.868,1.002
2.923,0.177,3.889,0.015,1.002,7.878,1.919,1.002
2.912,0.18,3.965,0.016,1.019,7.597,1.977,1.002
2.907,0.183,4.005,0.016,1.03,7.29,2.032,1.002
2.908,0.186,4.045,0.016,1.041,7.151,2.075,1.002
2.91,0.189,4.202,0.016,1.098,7.177,2.095,1.002
2.911,0.192,4.268,0.016,1.121,7.232,2.083,1.002
